Timestamp;co2;humidity;light;soilHumidity;soilTemperature;temperature
2022-02-11 02:32:25;492.9130434782609;28;9;33.59954233409611;23;23
2022-02-11 02:52:35;489.16279069767444;28;9;33.740514075887404;23;23
2022-02-11 03:12:45;482.64444444444445;28;9;33.57660818713449;23;23
2022-02-11 03:32:55;482.30232558139534;28;9;33.654834761321915;23;23
2022-02-11 03:53:05;477.77272727272725;28;9;33.67942583732058;23;23
2022-02-11 04:13:15;465.44444444444446;28;9;33.43391812865497;23;23
2022-02-11 04:33:25;450.57894736842104;27.5;8.839285714285714;37.4078947368421;22.589285714285715;22.589285714285715
2022-02-11 04:53:35;455.5090909090909;28;9;33.395215311004804;23;23
2022-02-11 05:13:45;450.7692307692308;28;9;33.226720647773284;23;23
2022-02-11 05:33:55;444.3207547169811;28;9;33.57298907646476;23;23
2022-02-11 05:54:05;440.962962962963;28;9;33.10526315789474;23;23
2022-02-11 06:14:15;433.8333333333333;28;9;33.101364522417164;23;23
2022-02-11 06:34:25;430.26785714285717;28;9;33.06390977443607;23;23
2022-02-11 06:54:35;428.4807692307692;27.71153846153846;9;32.769230769230774;23;23
2022-02-11 07:14:45;425.88461538461536;27.076923076923077;9;32.419028340080956;23;23
2022-02-11 07:34:55;421.4074074074074;27;9;32.1325536062378;23;23
2022-02-11 07:55:05;425.1111111111111;27;9;31.82651072124755;23;23.796296296296298
2022-02-11 08:15:15;436.734693877551;28.06122448979592;201.48979591836735;33.37056928034374;23;24
2022-02-11 08:35:25;452.7959183673469;29.040816326530614;9;31.35553168635876;23;24
2022-02-11 08:55:35;459.29787234042556;28.106382978723403;9;31.077267637178057;23;24
2022-02-11 09:15:45;469.625;28;9;31.00877192982458;23;24
2022-02-11 09:35:55;470.5833333333333;28;9;30.942982456140367;23;24.083333333333332
2022-02-11 09:56:05;468.0869565217391;28;9;30.659038901601843;23;25
2022-02-11 10:16:15;463.9166666666667;27.708333333333332;9;30.79385964912279;23;25
2022-02-11 10:36:25;463.8333333333333;27;9;30.403508771929843;23;25
2022-02-11 10:56:35;460.8;27;9;30.440191387559793;23;25
2022-02-11 11:16:45;450.04651162790697;27;9.681818181818182;29.894736842105264;23;25
2022-02-11 11:36:55;442.2244897959184;26.448979591836736;9.795918367346939;34.88292158968852;22.53061224489796;24.489795918367346
2022-02-11 11:57:05;459.5272727272727;27;10;29.619138755980874;23;25
2022-02-11 12:17:15;459.3720930232558;27;10;29.525091799265617;23;25
2022-02-11 12:37:25;463.4651162790698;27;10;29.835985312117515;23;25
2022-02-11 12:57:35;459.16129032258067;27;10;29.575551782682517;23;25
2022-02-11 13:17:45;460.1063829787234;27;10;29.57222844344903;23;25.76595744680851
2022-02-11 13:37:55;464.7169811320755;27;10;29.340615690168832;23;26
2022-02-11 13:58:05;462;27;10;29.289989680082584;23;26
2022-02-11 14:18:15;456.875;27;10.25;29.236842105263158;23;26
2022-02-11 14:38:25;458.96153846153845;27;10.26923076923077;29.24493927125504;23;26
2022-02-11 14:58:35;456.53846153846155;27;10;29.12955465587043;23;26
2022-02-11 15:18:45;452.40816326530614;27;10;29.00107411385608;23;26
2022-02-11 15:38:55;454.27659574468083;27;10;29.13997760358344;23;26
2022-02-11 15:59:05;457.2708333333333;27;10.333333333333334;29.19736842105263;23;26
2022-02-11 16:19:15;451.9148936170213;27;10;29.22060470324749;23;26
2022-02-11 16:39:25;453.39130434782606;27;10;28.842105263157894;23;26
2022-02-11 16:59:35;452.45454545454544;27;10;28.770334928229683;23;26
2022-02-11 17:19:45;449.3720930232558;27;10;28.413708690330456;23;26
